,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,3_0,3_1,3_2,3_3,3_4,3_5,3_6,3_7,Target
Cola-50_657-top-8,-17.0,0.0,-18.0,0.0,-23.0,0.0,1.0,0.0,-2.0,5.0,-1.0,20.0,-1.0,26.0,2.0,0.0,2.0,19.0,1.0,29.0,2.0,54.0,1.0,0.0,Cola
Cola-50_657-top-9,-23.0,0.0,-24.0,0.0,-25.0,0.0,2.0,0.0,-2.0,4.0,0.0,18.0,0.0,23.0,2.0,0.0,2.0,19.0,2.0,32.0,2.0,57.0,2.0,0.0,Cola
Crisp-100_421-back-0,-22.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,4.0,44.0,7.0,42.0,-10.0,63.0,1.0,0.0,4.0,46.0,7.0,43.0,-11.0,64.0,1.0,0.0,Crisp
Crisp-100_421-back-1,-23.0,1.0,-24.0,0.0,-25.0,0.0,0.0,0.0,1.0,49.0,7.0,41.0,-11.0,66.0,1.0,0.0,1.0,49.0,7.0,42.0,-11.0,66.0,1.0,0.0,Crisp
Crisp-100_421-back-2,-23.0,3.0,-24.0,0.0,-25.0,0.0,0.0,0.0,1.0,47.0,7.0,41.0,-10.0,63.0,1.0,0.0,1.0,49.0,7.0,42.0,-10.0,63.0,1.0,0.0,Crisp
Crisp-100_421-back-3,-25.0,0.0,-25.0,-1.0,-25.0,1.0,1.0,0.0,4.0,45.0,7.0,41.0,-13.0,67.0,0.0,0.0,1.0,52.0,7.0,42.0,-13.0,67.0,1.0,0.0,Crisp
Crisp-100_421-back-4,-25.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,1.0,41.0,7.0,41.0,-10.0,63.0,1.0,0.0,2.0,48.0,7.0,42.0,-10.0,63.0,1.0,0.0,Crisp
Crisp-100_421-back-5,-17.0,3.0,-23.0,0.0,-23.0,0.0,1.0,0.0,0.0,46.0,8.0,40.0,-9.0,63.0,0.0,5.0,0.0,51.0,7.0,42.0,-9.0,65.0,0.0,0.0,Crisp
Crisp-100_421-back-6,-25.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,2.0,47.0,8.0,41.0,-10.0,65.0,1.0,0.0,2.0,48.0,7.0,42.0,-10.0,65.0,1.0,0.0,Crisp
Crisp-100_421-back-7,-24.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,3.0,45.0,8.0,41.0,-12.0,67.0,1.0,0.0,3.0,47.0,7.0,42.0,-12.0,67.0,0.0,0.0,Crisp
Crisp-100_421-back-8,-25.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,7.0,41.0,9.0,43.0,-17.0,72.0,1.0,0.0,7.0,43.0,8.0,43.0,-17.0,72.0,1.0,0.0,Crisp
Crisp-100_421-back-9,-25.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,2.0,46.0,8.0,40.0,-12.0,67.0,1.0,0.0,2.0,48.0,8.0,42.0,-12.0,67.0,1.0,0.0,Crisp
Crisp-100_421-right-0,-19.0,0.0,-21.0,0.0,-25.0,0.0,1.0,0.0,5.0,44.0,3.0,45.0,-7.0,62.0,1.0,0.0,5.0,46.0,3.0,45.0,-7.0,62.0,0.0,0.0,Crisp
Crisp-100_421-right-1,-19.0,0.0,-22.0,0.0,-25.0,0.0,0.0,0.0,5.0,46.0,3.0,43.0,-6.0,60.0,0.0,0.0,4.0,47.0,3.0,44.0,-6.0,60.0,1.0,0.0,Crisp
Crisp-100_421-right-2,-23.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,5.0,45.0,7.0,39.0,-13.0,65.0,1.0,0.0,2.0,55.0,7.0,41.0,-13.0,68.0,1.0,0.0,Crisp
Crisp-100_421-right-3,-24.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,4.0,46.0,5.0,41.0,-6.0,60.0,0.0,0.0,4.0,49.0,4.0,43.0,-6.0,60.0,0.0,0.0,Crisp
Crisp-100_421-right-4,-25.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,4.0,47.0,3.0,41.0,-5.0,57.0,0.0,0.0,2.0,51.0,3.0,44.0,-4.0,59.0,0.0,0.0,Crisp
Crisp-100_421-right-5,-24.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,6.0,44.0,5.0,43.0,-10.0,66.0,1.0,0.0,5.0,48.0,5.0,44.0,-10.0,66.0,0.0,0.0,Crisp
Crisp-100_421-right-6,-24.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,5.0,44.0,5.0,43.0,-8.0,61.0,1.0,0.0,5.0,46.0,4.0,44.0,-8.0,62.0,1.0,0.0,Crisp
Crisp-100_421-right-7,-19.0,0.0,-22.0,0.0,-25.0,0.0,0.0,0.0,4.0,48.0,3.0,42.0,-5.0,58.0,0.0,0.0,4.0,50.0,3.0,44.0,-6.0,61.0,0.0,0.0,Crisp
Crisp-100_421-right-8,-18.0,0.0,-21.0,0.0,-24.0,0.0,0.0,0.0,4.0,48.0,4.0,43.0,-7.0,61.0,1.0,0.0,4.0,49.0,4.0,45.0,-7.0,62.0,0.0,0.0,Crisp
Crisp-100_421-right-9,-18.0,2.0,-20.0,0.0,-24.0,0.0,0.0,0.0,4.0,46.0,4.0,43.0,-6.0,60.0,0.0,0.0,4.0,48.0,3.0,44.0,-6.0,60.0,1.0,0.0,Crisp
Crisp-100_421-top-0,-15.0,0.0,-18.0,0.0,-24.0,0.0,1.0,0.0,-1.0,14.0,-4.0,13.0,-3.0,18.0,1.0,0.0,-2.0,18.0,-5.0,15.0,-3.0,18.0,1.0,0.0,Crisp
Crisp-100_421-top-1,-18.0,0.0,-19.0,0.0,-23.0,0.0,1.0,0.0,-2.0,17.0,-5.0,14.0,-2.0,18.0,1.0,0.0,-1.0,25.0,-6.0,15.0,-2.0,18.0,1.0,0.0,Crisp
Crisp-100_421-top-2,-19.0,0.0,-21.0,0.0,-24.0,0.0,4.0,0.0,-2.0,15.0,-4.0,14.0,-2.0,18.0,1.0,0.0,-1.0,18.0,-5.0,14.0,-2.0,18.0,1.0,0.0,Crisp
Crisp-100_421-top-3,-18.0,0.0,-20.0,0.0,-24.0,0.0,1.0,4.0,-1.0,14.0,-5.0,12.0,-3.0,19.0,1.0,0.0,0.0,18.0,-5.0,14.0,-2.0,19.0,1.0,0.0,Crisp
Crisp-100_421-top-4,-16.0,0.0,-18.0,0.0,-23.0,0.0,1.0,0.0,-1.0,17.0,-5.0,13.0,-2.0,18.0,1.0,0.0,0.0,15.0,-5.0,14.0,-2.0,18.0,1.0,0.0,Crisp
Crisp-100_421-top-5,-19.0,0.0,-21.0,0.0,-24.0,0.0,1.0,0.0,-1.0,15.0,-4.0,13.0,-2.0,19.0,1.0,0.0,-1.0,17.0,-5.0,14.0,-2.0,19.0,1.0,0.0,Crisp
Crisp-100_421-top-6,-17.0,0.0,-19.0,0.0,-24.0,0.0,0.0,0.0,0.0,18.0,-5.0,13.0,-2.0,18.0,1.0,0.0,0.0,22.0,-6.0,14.0,-2.0,19.0,0.0,0.0,Crisp
Crisp-100_421-top-7,-20.0,0.0,-21.0,0.0,-24.0,0.0,1.0,0.0,-2.0,16.0,-4.0,13.0,-3.0,18.0,1.0,0.0,-1.0,21.0,-5.0,13.0,-3.0,19.0,1.0,0.0,Crisp
Crisp-100_421-top-8,-16.0,0.0,-17.0,0.0,-22.0,0.0,1.0,0.0,-1.0,15.0,-5.0,12.0,-3.0,21.0,1.0,0.0,-1.0,19.0,-5.0,13.0,-3.0,22.0,0.0,0.0,Crisp
Crisp-100_421-top-9,-18.0,0.0,-20.0,0.0,-24.0,0.0,1.0,0.0,-1.0,15.0,-4.0,13.0,-3.0,19.0,1.0,0.0,0.0,24.0,-5.0,14.0,-3.0,18.0,4.0,0.0,Crisp
Crisp-100_46-back-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-back-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-back-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-back-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-back-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-back-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-back-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-back-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-back-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-back-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-right-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-right-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-right-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-right-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-right-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-right-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-right-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-top-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-top-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-top-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-top-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-top-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-top-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_46-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp
Crisp-100_797-back-0,-23.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,3.0,46.0,5.0,42.0,-6.0,60.0,1.0,0.0,2.0,48.0,4.0,43.0,-6.0,60.0,0.0,0.0,Crisp
Crisp-100_797-back-1,-19.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,3.0,45.0,6.0,39.0,-7.0,61.0,1.0,0.0,2.0,49.0,6.0,40.0,-7.0,62.0,1.0,0.0,Crisp
Crisp-100_797-back-2,-20.0,0.0,-25.0,0.0,-24.0,0.0,0.0,0.0,4.0,44.0,7.0,41.0,-9.0,62.0,1.0,0.0,4.0,47.0,7.0,41.0,-11.0,66.0,1.0,0.0,Crisp
Crisp-100_797-back-3,-25.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,2.0,47.0,6.0,40.0,-8.0,62.0,0.0,0.0,2.0,48.0,6.0,41.0,-10.0,66.0,0.0,0.0,Crisp
Crisp-100_797-back-4,-14.0,4.0,-19.0,3.0,-25.0,0.0,0.0,0.0,4.0,46.0,7.0,40.0,-9.0,63.0,1.0,0.0,4.0,46.0,7.0,40.0,-8.0,63.0,1.0,0.0,Crisp
Crisp-100_797-back-5,-18.0,1.0,-24.0,0.0,-25.0,0.0,0.0,0.0,4.0,45.0,7.0,37.0,-11.0,65.0,0.0,0.0,4.0,46.0,7.0,40.0,-10.0,65.0,1.0,0.0,Crisp
Crisp-100_797-back-6,-22.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,4.0,44.0,7.0,40.0,-10.0,64.0,1.0,0.0,3.0,47.0,7.0,41.0,-10.0,65.0,1.0,0.0,Crisp
Crisp-100_797-back-7,-25.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,3.0,45.0,6.0,42.0,-9.0,63.0,1.0,0.0,2.0,50.0,6.0,43.0,-9.0,64.0,1.0,0.0,Crisp
Crisp-100_797-back-8,-24.0,0.0,-24.0,0.0,-23.0,0.0,0.0,0.0,4.0,44.0,8.0,40.0,-12.0,66.0,1.0,0.0,4.0,46.0,7.0,41.0,-12.0,66.0,1.0,0.0,Crisp
Crisp-100_797-back-9,-25.0,1.0,-24.0,0.0,-24.0,0.0,0.0,0.0,4.0,45.0,6.0,45.0,-15.0,68.0,0.0,0.0,7.0,48.0,6.0,46.0,-18.0,72.0,0.0,0.0,Crisp
Crisp-100_797-right-0,-24.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,4.0,47.0,3.0,43.0,-5.0,57.0,0.0,0.0,0.0,52.0,3.0,46.0,-5.0,58.0,1.0,0.0,Crisp
Crisp-100_797-right-1,-24.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,5.0,42.0,5.0,42.0,-8.0,60.0,0.0,0.0,5.0,45.0,5.0,43.0,-8.0,61.0,0.0,0.0,Crisp
Crisp-100_797-right-2,-25.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,4.0,45.0,4.0,43.0,-6.0,59.0,0.0,0.0,1.0,50.0,4.0,45.0,-6.0,59.0,0.0,0.0,Crisp
Crisp-100_797-right-3,-22.0,0.0,-23.0,0.0,-25.0,0.0,0.0,0.0,4.0,46.0,5.0,41.0,-6.0,58.0,0.0,0.0,4.0,47.0,5.0,43.0,-6.0,58.0,0.0,0.0,Crisp
Crisp-100_797-right-4,-25.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,9.0,43.0,5.0,42.0,-11.0,64.0,0.0,0.0,8.0,44.0,5.0,43.0,-11.0,65.0,0.0,0.0,Crisp
Crisp-100_797-right-5,-20.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,8.0,40.0,6.0,41.0,-9.0,62.0,1.0,0.0,8.0,40.0,6.0,41.0,-9.0,62.0,1.0,0.0,Crisp
Crisp-100_797-right-6,-20.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,8.0,40.0,5.0,42.0,-9.0,63.0,1.0,0.0,8.0,41.0,5.0,42.0,-9.0,63.0,1.0,0.0,Crisp
Crisp-100_797-right-7,-25.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,6.0,43.0,4.0,44.0,-6.0,59.0,0.0,0.0,5.0,45.0,3.0,45.0,-6.0,60.0,1.0,0.0,Crisp
Crisp-100_797-right-8,-23.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,4.0,46.0,2.0,43.0,-4.0,56.0,0.0,0.0,3.0,49.0,3.0,45.0,-4.0,57.0,0.0,0.0,Crisp
Crisp-100_797-right-9,-21.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,5.0,43.0,3.0,44.0,-6.0,58.0,0.0,0.0,2.0,50.0,3.0,45.0,-6.0,60.0,0.0,0.0,Crisp
Crisp-100_797-top-0,-16.0,0.0,-18.0,0.0,-24.0,0.0,1.0,0.0,-1.0,11.0,-4.0,15.0,-2.0,19.0,1.0,0.0,-1.0,12.0,-5.0,16.0,-3.0,18.0,1.0,0.0,Crisp
Crisp-100_797-top-1,-15.0,0.0,-18.0,0.0,-24.0,0.0,1.0,0.0,0.0,15.0,-5.0,12.0,-3.0,21.0,1.0,1.0,2.0,40.0,1.0,30.0,3.0,73.0,1.0,0.0,Crisp
Crisp-100_797-top-2,-16.0,0.0,-20.0,2.0,-24.0,0.0,3.0,0.0,-2.0,10.0,-3.0,13.0,-2.0,19.0,3.0,0.0,-2.0,12.0,-4.0,13.0,-2.0,18.0,3.0,1.0,Crisp
Crisp-100_797-top-3,-15.0,0.0,-18.0,2.0,-23.0,0.0,1.0,0.0,-1.0,13.0,-4.0,13.0,-2.0,20.0,1.0,0.0,-1.0,16.0,-5.0,14.0,-3.0,20.0,1.0,1.0,Crisp
Crisp-100_797-top-4,-15.0,0.0,-17.0,0.0,-22.0,0.0,1.0,0.0,-2.0,12.0,-3.0,13.0,-2.0,19.0,1.0,0.0,-1.0,14.0,-4.0,14.0,-3.0,19.0,2.0,0.0,Crisp
Crisp-100_797-top-5,-22.0,0.0,-24.0,0.0,-24.0,0.0,2.0,0.0,-3.0,15.0,-4.0,13.0,-2.0,19.0,1.0,0.0,-1.0,15.0,-4.0,13.0,-3.0,19.0,2.0,0.0,Crisp
Crisp-100_797-top-6,-17.0,0.0,-20.0,0.0,-24.0,0.0,2.0,0.0,-2.0,11.0,-3.0,10.0,-2.0,21.0,2.0,0.0,-1.0,14.0,-4.0,11.0,-2.0,20.0,2.0,0.0,Crisp
Crisp-100_797-top-7,-18.0,0.0,-20.0,0.0,-24.0,0.0,2.0,0.0,-4.0,12.0,-3.0,15.0,-3.0,19.0,2.0,0.0,-4.0,14.0,-4.0,15.0,-3.0,19.0,3.0,0.0,Crisp
Crisp-100_797-top-8,-17.0,0.0,-19.0,0.0,-24.0,0.0,3.0,0.0,-1.0,16.0,-4.0,10.0,-2.0,21.0,3.0,0.0,1.0,27.0,1.0,20.0,3.0,42.0,3.0,2.0,Crisp
Crisp-100_797-top-9,-18.0,0.0,-20.0,0.0,-25.0,0.0,3.0,0.0,-3.0,14.0,-6.0,18.0,-3.0,19.0,3.0,0.0,-1.0,16.0,-7.0,18.0,-3.0,19.0,3.0,0.0,Crisp
Crisp-150_421-back-0,-24.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,2.0,45.0,8.0,39.0,-10.0,65.0,0.0,0.0,2.0,42.0,8.0,40.0,-10.0,66.0,0.0,0.0,Crisp
Crisp-150_421-back-1,-24.0,1.0,-24.0,1.0,-25.0,0.0,1.0,0.0,3.0,46.0,9.0,39.0,-12.0,67.0,1.0,0.0,2.0,48.0,9.0,41.0,-12.0,67.0,1.0,0.0,Crisp
Crisp-150_421-back-2,-25.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,1.0,47.0,9.0,39.0,-11.0,66.0,1.0,0.0,0.0,50.0,9.0,40.0,-11.0,66.0,0.0,0.0,Crisp
Crisp-150_421-back-3,-25.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,1.0,46.0,9.0,36.0,-9.0,63.0,0.0,0.0,0.0,50.0,9.0,36.0,-10.0,65.0,1.0,0.0,Crisp
Crisp-150_421-back-4,-25.0,2.0,-24.0,0.0,-24.0,0.0,0.0,0.0,1.0,46.0,9.0,37.0,-10.0,64.0,1.0,0.0,1.0,47.0,9.0,38.0,-10.0,65.0,1.0,0.0,Crisp
Crisp-150_421-back-5,-24.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,-1.0,45.0,9.0,37.0,-9.0,64.0,0.0,0.0,-1.0,51.0,9.0,39.0,-10.0,65.0,1.0,0.0,Crisp
Crisp-150_421-back-6,-22.0,2.0,-24.0,0.0,-24.0,0.0,0.0,0.0,0.0,51.0,9.0,38.0,-10.0,65.0,1.0,0.0,-1.0,52.0,8.0,39.0,-10.0,66.0,1.0,0.0,Crisp
Crisp-150_421-back-7,-25.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,0.0,50.0,10.0,37.0,-9.0,63.0,1.0,0.0,-1.0,53.0,9.0,39.0,-9.0,65.0,1.0,0.0,Crisp
Crisp-150_421-back-8,-22.0,2.0,-24.0,0.0,-25.0,0.0,1.0,0.0,3.0,46.0,9.0,37.0,-11.0,65.0,1.0,0.0,0.0,52.0,9.0,37.0,-11.0,66.0,1.0,0.0,Crisp
Crisp-150_421-back-9,-23.0,1.0,-25.0,0.0,-25.0,0.0,1.0,0.0,2.0,47.0,9.0,35.0,-11.0,66.0,1.0,0.0,0.0,51.0,9.0,40.0,-11.0,66.0,1.0,0.0,Crisp
Crisp-150_421-right-0,-18.0,0.0,-22.0,-1.0,-25.0,0.0,0.0,0.0,6.0,46.0,5.0,42.0,-10.0,65.0,0.0,0.0,5.0,48.0,5.0,44.0,-10.0,66.0,0.0,4.0,Crisp
Crisp-150_421-right-1,-25.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,3.0,48.0,1.0,49.0,-6.0,59.0,1.0,0.0,4.0,51.0,1.0,50.0,-10.0,65.0,0.0,0.0,Crisp
Crisp-150_421-right-2,-24.0,0.0,-23.0,0.0,-25.0,0.0,0.0,4.0,8.0,45.0,3.0,45.0,-12.0,66.0,1.0,0.0,8.0,47.0,3.0,47.0,-12.0,67.0,0.0,0.0,Crisp
Crisp-150_421-right-3,-21.0,0.0,-23.0,0.0,-25.0,0.0,0.0,0.0,8.0,45.0,3.0,45.0,-11.0,66.0,0.0,0.0,8.0,47.0,3.0,47.0,-11.0,66.0,0.0,0.0,Crisp
Crisp-150_421-right-4,-22.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,8.0,44.0,3.0,48.0,-10.0,66.0,1.0,0.0,8.0,45.0,3.0,48.0,-10.0,66.0,4.0,0.0,Crisp
Crisp-150_421-right-5,-23.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,9.0,42.0,2.0,48.0,-9.0,64.0,0.0,0.0,8.0,44.0,1.0,50.0,-9.0,65.0,0.0,0.0,Crisp
Crisp-150_421-right-6,-23.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,6.0,43.0,-5.0,61.0,-5.0,58.0,0.0,0.0,6.0,47.0,-5.0,62.0,-6.0,60.0,1.0,0.0,Crisp
Crisp-150_421-right-7,-23.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,6.0,46.0,-1.0,48.0,-6.0,59.0,0.0,0.0,2.0,50.0,-1.0,54.0,-6.0,60.0,4.0,0.0,Crisp
Crisp-150_421-right-8,-24.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,6.0,41.0,-2.0,56.0,-5.0,58.0,1.0,0.0,5.0,48.0,-2.0,57.0,-5.0,62.0,0.0,0.0,Crisp
Crisp-150_421-right-9,-20.0,0.0,-20.0,0.0,-25.0,0.0,1.0,0.0,7.0,46.0,1.0,48.0,-9.0,64.0,1.0,0.0,7.0,47.0,1.0,50.0,-10.0,65.0,0.0,0.0,Crisp
Crisp-150_421-top-0,-22.0,0.0,-23.0,0.0,-24.0,0.0,0.0,0.0,-4.0,18.0,-5.0,16.0,-4.0,21.0,1.0,0.0,-3.0,25.0,-6.0,17.0,-4.0,21.0,1.0,0.0,Crisp
Crisp-150_421-top-1,-16.0,0.0,-18.0,0.0,-23.0,0.0,1.0,0.0,-6.0,26.0,-6.0,15.0,-2.0,19.0,1.0,0.0,-3.0,30.0,-6.0,16.0,-2.0,18.0,1.0,0.0,Crisp
Crisp-150_421-top-2,-19.0,0.0,-21.0,0.0,-24.0,0.0,0.0,0.0,-5.0,25.0,-5.0,17.0,-4.0,18.0,1.0,0.0,-3.0,30.0,-6.0,17.0,-3.0,18.0,1.0,0.0,Crisp
Crisp-150_421-top-3,-16.0,0.0,-20.0,2.0,-24.0,0.0,1.0,0.0,-7.0,17.0,-4.0,17.0,-4.0,16.0,4.0,0.0,-7.0,20.0,-4.0,18.0,-4.0,16.0,0.0,0.0,Crisp
Crisp-150_421-top-4,-19.0,0.0,-22.0,0.0,-24.0,0.0,1.0,0.0,-3.0,37.0,-6.0,15.0,-2.0,19.0,1.0,0.0,2.0,86.0,-7.0,16.0,-2.0,19.0,1.0,0.0,Crisp
