,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,3_0,3_1,3_2,3_3,3_4,3_5,3_6,3_7,Target
Scrub-50_461-right-8,-16.0,-4.0,-17.0,0.0,-25.0,0.0,0.0,0.0,8.0,0.0,7.0,-4.0,4.0,15.0,0.0,0.0,11.0,7.0,11.0,36.0,12.0,33.0,0.0,0.0,Scrub
Scrub-50_461-right-9,-19.0,-2.0,-22.0,0.0,-25.0,0.0,1.0,0.0,8.0,0.0,7.0,-4.0,1.0,22.0,1.0,0.0,11.0,5.0,11.0,24.0,12.0,34.0,0.0,0.0,Scrub
Scrub-50_461-top-0,-15.0,-3.0,-18.0,-2.0,-23.0,0.0,0.0,0.0,10.0,3.0,9.0,-6.0,10.0,2.0,0.0,0.0,11.0,15.0,11.0,11.0,11.0,26.0,0.0,0.0,Scrub
Scrub-50_461-top-1,-17.0,-3.0,-20.0,0.0,-24.0,0.0,0.0,0.0,10.0,4.0,6.0,0.0,8.0,14.0,0.0,3.0,11.0,13.0,6.0,0.0,8.0,14.0,0.0,0.0,Scrub
Scrub-50_461-top-2,-23.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,8.0,11.0,0.0,0.0,11.0,6.0,11.0,8.0,11.0,25.0,1.0,0.0,Scrub
Scrub-50_461-top-3,-18.0,-2.0,-21.0,0.0,-25.0,0.0,0.0,0.0,8.0,0.0,6.0,0.0,7.0,14.0,0.0,0.0,10.0,4.0,6.0,0.0,7.0,14.0,0.0,0.0,Scrub
Scrub-50_461-top-4,-24.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,7.0,0.0,5.0,-1.0,6.0,22.0,0.0,0.0,9.0,1.0,5.0,-1.0,5.0,22.0,0.0,0.0,Scrub
Scrub-50_461-top-5,-15.0,-4.0,-16.0,-3.0,-21.0,0.0,0.0,0.0,9.0,3.0,3.0,7.0,7.0,10.0,0.0,0.0,11.0,18.0,10.0,19.0,11.0,25.0,0.0,0.0,Scrub
Scrub-50_461-top-6,-19.0,-2.0,-20.0,0.0,-25.0,0.0,2.0,0.0,8.0,0.0,7.0,0.0,7.0,14.0,2.0,0.0,8.0,1.0,7.0,1.0,7.0,14.0,2.0,0.0,Scrub
Scrub-50_461-top-7,-24.0,0.0,-24.0,3.0,-25.0,0.0,2.0,0.0,7.0,0.0,5.0,-1.0,6.0,19.0,2.0,0.0,11.0,17.0,11.0,30.0,11.0,45.0,2.0,0.0,Scrub
Scrub-50_461-top-8,-19.0,-2.0,-20.0,0.0,-24.0,0.0,2.0,0.0,8.0,1.0,6.0,2.0,6.0,17.0,2.0,0.0,11.0,9.0,10.0,9.0,11.0,27.0,2.0,0.0,Scrub
Scrub-50_461-top-9,-20.0,0.0,-21.0,0.0,-25.0,0.0,2.0,0.0,7.0,8.0,6.0,-2.0,8.0,16.0,2.0,0.0,11.0,17.0,12.0,5.0,10.0,22.0,2.0,0.0,Scrub
Scrub-50_56-back-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-back-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-back-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-back-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-back-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-back-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-back-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-back-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-back-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-back-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-right-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-right-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-right-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-right-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-right-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-right-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-right-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-top-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-top-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-top-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-top-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-top-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-top-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_56-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub
Scrub-50_866-back-0,-23.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-12.0,19.0,-12.0,19.0,-14.0,15.0,1.0,0.0,-11.0,42.0,-11.0,42.0,-12.0,53.0,1.0,0.0,Scrub
Scrub-50_866-back-1,-20.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-16.0,31.0,-16.0,34.0,-17.0,22.0,1.0,0.0,-12.0,41.0,-11.0,44.0,-12.0,51.0,1.0,0.0,Scrub
Scrub-50_866-back-2,-23.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-19.0,30.0,-13.0,27.0,-17.0,23.0,1.0,0.0,-12.0,44.0,-11.0,40.0,-12.0,50.0,0.0,0.0,Scrub
Scrub-50_866-back-3,-21.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-14.0,24.0,-16.0,30.0,-17.0,24.0,1.0,0.0,-12.0,35.0,-11.0,39.0,-12.0,55.0,1.0,0.0,Scrub
Scrub-50_866-back-4,-17.0,2.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-15.0,26.0,-16.0,33.0,-17.0,24.0,1.0,0.0,-12.0,41.0,-11.0,47.0,-12.0,56.0,1.0,0.0,Scrub
Scrub-50_866-back-5,-19.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-16.0,29.0,-17.0,33.0,-18.0,24.0,1.0,0.0,-12.0,38.0,-11.0,43.0,-12.0,50.0,1.0,0.0,Scrub
Scrub-50_866-back-6,-20.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-16.0,28.0,-17.0,33.0,-17.0,24.0,1.0,0.0,-12.0,35.0,-11.0,39.0,-11.0,50.0,1.0,0.0,Scrub
Scrub-50_866-back-7,-18.0,1.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-15.0,26.0,-17.0,33.0,-17.0,24.0,1.0,0.0,-11.0,37.0,-11.0,48.0,-12.0,61.0,0.0,0.0,Scrub
Scrub-50_866-back-8,-23.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-15.0,25.0,-16.0,31.0,-17.0,25.0,1.0,0.0,-11.0,34.0,-11.0,41.0,-12.0,54.0,1.0,0.0,Scrub
Scrub-50_866-back-9,-21.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-14.0,24.0,-16.0,31.0,-17.0,25.0,1.0,0.0,-12.0,36.0,-13.0,39.0,-12.0,60.0,1.0,0.0,Scrub
Scrub-50_866-right-0,-25.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,7.0,7.0,4.0,4.0,4.0,4.0,0.0,0.0,11.0,28.0,11.0,17.0,11.0,44.0,4.0,0.0,Scrub
Scrub-50_866-right-1,-19.0,-2.0,-22.0,0.0,-25.0,0.0,0.0,0.0,7.0,-2.0,5.0,-8.0,1.0,22.0,1.0,0.0,11.0,11.0,11.0,8.0,12.0,54.0,1.0,0.0,Scrub
Scrub-50_866-right-2,-24.0,0.0,-23.0,0.0,-25.0,0.0,1.0,0.0,8.0,-3.0,4.0,-6.0,2.0,20.0,1.0,0.0,11.0,6.0,11.0,13.0,12.0,47.0,0.0,0.0,Scrub
Scrub-50_866-right-3,-19.0,-2.0,-21.0,0.0,-25.0,0.0,0.0,0.0,8.0,0.0,6.0,-2.0,0.0,19.0,0.0,0.0,11.0,10.0,11.0,9.0,12.0,48.0,0.0,0.0,Scrub
Scrub-50_866-right-4,-23.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,9.0,0.0,7.0,-4.0,-1.0,22.0,1.0,0.0,11.0,9.0,11.0,9.0,11.0,49.0,1.0,0.0,Scrub
Scrub-50_866-right-5,-20.0,-1.0,-24.0,0.0,-25.0,0.0,0.0,0.0,7.0,2.0,5.0,-2.0,-2.0,25.0,0.0,4.0,11.0,10.0,11.0,7.0,12.0,44.0,0.0,0.0,Scrub
Scrub-50_866-right-6,-23.0,0.0,-23.0,0.0,-25.0,0.0,0.0,0.0,9.0,-3.0,5.0,-5.0,0.0,20.0,0.0,0.0,11.0,5.0,11.0,8.0,11.0,43.0,0.0,0.0,Scrub
Scrub-50_866-right-7,-23.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,8.0,-2.0,6.0,-5.0,0.0,19.0,1.0,0.0,11.0,6.0,11.0,5.0,12.0,39.0,0.0,0.0,Scrub
Scrub-50_866-right-8,-23.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,8.0,-2.0,5.0,-4.0,0.0,20.0,0.0,0.0,11.0,10.0,11.0,8.0,12.0,45.0,1.0,0.0,Scrub
Scrub-50_866-right-9,-18.0,-3.0,-20.0,0.0,-24.0,0.0,0.0,0.0,8.0,-2.0,6.0,-6.0,1.0,20.0,0.0,0.0,11.0,6.0,11.0,6.0,12.0,45.0,0.0,0.0,Scrub
Scrub-50_866-top-0,-18.0,-2.0,-19.0,0.0,-24.0,0.0,1.0,0.0,7.0,-3.0,5.0,-4.0,5.0,19.0,0.0,0.0,11.0,6.0,11.0,18.0,11.0,48.0,1.0,0.0,Scrub
Scrub-50_866-top-1,-22.0,0.0,-22.0,0.0,-25.0,0.0,0.0,0.0,7.0,-1.0,4.0,-1.0,4.0,19.0,0.0,0.0,11.0,13.0,11.0,11.0,11.0,46.0,1.0,0.0,Scrub
Scrub-50_866-top-2,-17.0,-2.0,-19.0,-1.0,-24.0,0.0,0.0,0.0,8.0,0.0,4.0,-1.0,5.0,17.0,0.0,0.0,11.0,6.0,10.0,15.0,11.0,48.0,0.0,0.0,Scrub
Scrub-50_866-top-3,-23.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,7.0,-1.0,4.0,-2.0,5.0,18.0,0.0,0.0,11.0,6.0,11.0,14.0,11.0,45.0,0.0,0.0,Scrub
Scrub-50_866-top-4,-20.0,0.0,-21.0,0.0,-25.0,0.0,0.0,0.0,7.0,-3.0,5.0,-3.0,5.0,18.0,0.0,0.0,11.0,11.0,11.0,18.0,11.0,51.0,0.0,0.0,Scrub
Scrub-50_866-top-5,-16.0,-4.0,-16.0,-3.0,-21.0,-1.0,0.0,0.0,7.0,-1.0,5.0,-4.0,4.0,19.0,0.0,0.0,10.0,9.0,11.0,11.0,11.0,47.0,0.0,0.0,Scrub
Scrub-50_866-top-6,-17.0,-3.0,-19.0,-1.0,-24.0,0.0,0.0,0.0,6.0,0.0,5.0,-3.0,4.0,19.0,0.0,0.0,11.0,7.0,11.0,12.0,11.0,42.0,0.0,0.0,Scrub
Scrub-50_866-top-7,-18.0,-2.0,-21.0,-1.0,-25.0,0.0,1.0,0.0,7.0,-2.0,5.0,-3.0,4.0,18.0,0.0,0.0,11.0,15.0,11.0,18.0,11.0,47.0,1.0,0.0,Scrub
Scrub-50_866-top-8,-19.0,0.0,-22.0,0.0,-25.0,0.0,0.0,0.0,7.0,-1.0,4.0,0.0,4.0,19.0,0.0,0.0,10.0,9.0,11.0,15.0,11.0,48.0,1.0,0.0,Scrub
Scrub-50_866-top-9,-18.0,-2.0,-20.0,0.0,-25.0,0.0,0.0,0.0,6.0,0.0,5.0,-3.0,5.0,18.0,1.0,0.0,11.0,5.0,11.0,9.0,11.0,46.0,0.0,0.0,Scrub
Suger-100_23-back-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-back-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-back-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-back-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-back-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-back-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-back-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-back-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-back-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-back-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-right-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-right-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-right-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-right-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-right-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-right-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-right-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-top-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-top-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-top-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-top-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-top-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-top-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_23-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger
Suger-100_240-back-0,-23.0,0.0,-20.0,0.0,-25.0,0.0,0.0,0.0,-12.0,13.0,-11.0,22.0,-13.0,20.0,1.0,0.0,-12.0,14.0,-11.0,23.0,-14.0,20.0,1.0,0.0,Suger
Suger-100_240-back-1,-24.0,-1.0,-21.0,0.0,-25.0,0.0,1.0,0.0,-12.0,16.0,-12.0,22.0,-14.0,22.0,1.0,0.0,-12.0,17.0,-12.0,22.0,-14.0,22.0,1.0,0.0,Suger
Suger-100_240-back-2,-16.0,0.0,-18.0,0.0,-24.0,0.0,1.0,0.0,-14.0,19.0,-12.0,23.0,-14.0,22.0,1.0,0.0,-13.0,19.0,-12.0,24.0,-15.0,22.0,1.0,0.0,Suger
Suger-100_240-back-3,-24.0,0.0,-20.0,0.0,-25.0,0.0,1.0,0.0,-13.0,10.0,-11.0,21.0,-14.0,21.0,1.0,0.0,-13.0,16.0,-11.0,22.0,-14.0,22.0,1.0,0.0,Suger
Suger-100_240-back-4,-24.0,0.0,-22.0,0.0,-25.0,0.0,1.0,0.0,-11.0,15.0,-12.0,23.0,-14.0,22.0,1.0,0.0,-11.0,16.0,-13.0,24.0,-14.0,22.0,1.0,0.0,Suger
Suger-100_240-back-5,-24.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-12.0,17.0,-12.0,24.0,-14.0,20.0,1.0,0.0,-12.0,18.0,-12.0,25.0,-15.0,20.0,1.0,0.0,Suger
Suger-100_240-back-6,-20.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-14.0,18.0,-11.0,20.0,-14.0,24.0,1.0,0.0,-14.0,19.0,-11.0,21.0,-15.0,25.0,1.0,0.0,Suger
Suger-100_240-back-7,-25.0,0.0,-22.0,0.0,-25.0,0.0,1.0,0.0,-11.0,15.0,-11.0,23.0,-14.0,21.0,1.0,0.0,-11.0,16.0,-12.0,24.0,-15.0,21.0,1.0,0.0,Suger
Suger-100_240-back-8,-18.0,0.0,-19.0,0.0,-25.0,0.0,1.0,0.0,-13.0,18.0,-12.0,23.0,-14.0,21.0,1.0,0.0,-13.0,17.0,-12.0,24.0,-15.0,22.0,1.0,0.0,Suger
Suger-100_240-back-9,-25.0,0.0,-22.0,0.0,-25.0,0.0,1.0,0.0,-12.0,16.0,-12.0,22.0,-14.0,22.0,1.0,0.0,-11.0,17.0,-12.0,23.0,-14.0,22.0,1.0,0.0,Suger
Suger-100_240-right-0,-18.0,0.0,-20.0,0.0,-24.0,0.0,1.0,0.0,11.0,-4.0,11.0,0.0,6.0,18.0,1.0,0.0,12.0,-3.0,10.0,0.0,5.0,18.0,1.0,0.0,Suger
Suger-100_240-right-1,-23.0,0.0,-25.0,0.0,-24.0,0.0,1.0,0.0,11.0,-2.0,8.0,0.0,5.0,18.0,1.0,0.0,11.0,-2.0,8.0,1.0,5.0,19.0,1.0,0.0,Suger
Suger-100_240-right-2,-19.0,-4.0,-19.0,0.0,-24.0,0.0,1.0,0.0,11.0,-1.0,9.0,0.0,5.0,16.0,1.0,0.0,11.0,0.0,10.0,2.0,4.0,17.0,1.0,0.0,Suger
Suger-100_240-right-3,-23.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,11.0,-1.0,10.0,0.0,5.0,17.0,1.0,0.0,11.0,0.0,10.0,1.0,4.0,18.0,1.0,0.0,Suger
Suger-100_240-right-4,-19.0,-4.0,-21.0,0.0,-24.0,0.0,1.0,0.0,11.0,-2.0,10.0,0.0,5.0,19.0,1.0,0.0,11.0,-4.0,10.0,0.0,4.0,19.0,1.0,0.0,Suger
Suger-100_240-right-5,-23.0,0.0,-25.0,0.0,-24.0,0.0,2.0,0.0,11.0,0.0,10.0,1.0,5.0,16.0,1.0,0.0,11.0,0.0,10.0,2.0,5.0,16.0,1.0,1.0,Suger
Suger-100_240-right-6,-19.0,-4.0,-21.0,0.0,-24.0,0.0,1.0,0.0,11.0,0.0,10.0,2.0,5.0,17.0,1.0,0.0,11.0,0.0,10.0,3.0,4.0,17.0,1.0,0.0,Suger
