,1_0_tact,1_1_tact,1_2_tact,1_3_tact,1_4_tact,1_5_tact,1_6_tact,1_7_tact,1_8_tact,1_9_tact,1_10_tact,1_11_tact,1_12_tact,1_13_tact,1_14_tact,1_15_tact,2_0_tact,2_1_tact,2_2_tact,2_3_tact,2_4_tact,2_5_tact,2_6_tact,2_7_tact,2_8_tact,2_9_tact,2_10_tact,2_11_tact,2_12_tact,2_13_tact,2_14_tact,2_15_tact,3_0_tact,3_1_tact,3_2_tact,3_3_tact,3_4_tact,3_5_tact,3_6_tact,3_7_tact,3_8_tact,3_9_tact,3_10_tact,3_11_tact,3_12_tact,3_13_tact,3_14_tact,3_15_tact,1_0_pos,1_1_pos,1_2_pos,1_3_pos,1_4_pos,1_5_pos,1_6_pos,1_7_pos,2_0_pos,2_1_pos,2_2_pos,2_3_pos,2_4_pos,2_5_pos,2_6_pos,2_7_pos,3_0_pos,3_1_pos,3_2_pos,3_3_pos,3_4_pos,3_5_pos,3_6_pos,3_7_pos,Target,Position_right,Position_top
Scrub-50_866-back-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-16.0,31.0,-16.0,34.0,-17.0,22.0,1.0,0.0,-12.0,41.0,-11.0,44.0,-12.0,51.0,1.0,0.0,Scrub,0,0
Scrub-50_866-back-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3735.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-19.0,30.0,-13.0,27.0,-17.0,23.0,1.0,0.0,-12.0,44.0,-11.0,40.0,-12.0,50.0,0.0,0.0,Scrub,0,0
Scrub-50_866-back-3,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,-21.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-14.0,24.0,-16.0,30.0,-17.0,24.0,1.0,0.0,-12.0,35.0,-11.0,39.0,-12.0,55.0,1.0,0.0,Scrub,0,0
Scrub-50_866-back-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,2013.0,0.0,0.0,0.0,3125.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,-17.0,2.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-15.0,26.0,-16.0,33.0,-17.0,24.0,1.0,0.0,-12.0,41.0,-11.0,47.0,-12.0,56.0,1.0,0.0,Scrub,0,0
Scrub-50_866-back-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3807.0,0.0,0.0,0.0,1435.0,0.0,0.0,0.0,4936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-16.0,29.0,-17.0,33.0,-18.0,24.0,1.0,0.0,-12.0,38.0,-11.0,43.0,-12.0,50.0,1.0,0.0,Scrub,0,0
Scrub-50_866-back-6,0.0,0.0,18.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,1751.0,0.0,0.0,0.0,909.0,0.0,0.0,0.0,3567.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-16.0,28.0,-17.0,33.0,-17.0,24.0,1.0,0.0,-12.0,35.0,-11.0,39.0,-11.0,50.0,1.0,0.0,Scrub,0,0
Scrub-50_866-back-7,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.0,0.0,0.0,0.0,2215.0,0.0,0.0,9.0,2845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,1.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-15.0,26.0,-17.0,33.0,-17.0,24.0,1.0,0.0,-11.0,37.0,-11.0,48.0,-12.0,61.0,0.0,0.0,Scrub,0,0
Scrub-50_866-back-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169.0,0.0,0.0,0.0,603.0,0.0,0.0,0.0,1811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-15.0,25.0,-16.0,31.0,-17.0,25.0,1.0,0.0,-11.0,34.0,-11.0,41.0,-12.0,54.0,1.0,0.0,Scrub,0,0
Scrub-50_866-back-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,2333.0,0.0,0.0,0.0,1885.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,-21.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-14.0,24.0,-16.0,31.0,-17.0,25.0,1.0,0.0,-12.0,36.0,-13.0,39.0,-12.0,60.0,1.0,0.0,Scrub,0,0
Scrub-50_866-right-0,0.0,0.0,54.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5395.0,0.0,18.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,7.0,7.0,4.0,4.0,4.0,4.0,0.0,0.0,11.0,28.0,11.0,17.0,11.0,44.0,4.0,0.0,Scrub,1,0
Scrub-50_866-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,-19.0,-2.0,-22.0,0.0,-25.0,0.0,0.0,0.0,7.0,-2.0,5.0,-8.0,1.0,22.0,1.0,0.0,11.0,11.0,11.0,8.0,12.0,54.0,1.0,0.0,Scrub,1,0
Scrub-50_866-right-2,0.0,17.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1408.0,114.0,0.0,0.0,233.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-23.0,0.0,-25.0,0.0,1.0,0.0,8.0,-3.0,4.0,-6.0,2.0,20.0,1.0,0.0,11.0,6.0,11.0,13.0,12.0,47.0,0.0,0.0,Scrub,1,0
Scrub-50_866-right-3,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,13.0,0.0,675.0,0.0,36.0,0.0,256.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,-19.0,-2.0,-21.0,0.0,-25.0,0.0,0.0,0.0,8.0,0.0,6.0,-2.0,0.0,19.0,0.0,0.0,11.0,10.0,11.0,9.0,12.0,48.0,0.0,0.0,Scrub,1,0
Scrub-50_866-right-4,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,18.0,0.0,32.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,88.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,9.0,0.0,7.0,-4.0,-1.0,22.0,1.0,0.0,11.0,9.0,11.0,9.0,11.0,49.0,1.0,0.0,Scrub,1,0
Scrub-50_866-right-5,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3176.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,-20.0,-1.0,-24.0,0.0,-25.0,0.0,0.0,0.0,7.0,2.0,5.0,-2.0,-2.0,25.0,0.0,4.0,11.0,10.0,11.0,7.0,12.0,44.0,0.0,0.0,Scrub,1,0
Scrub-50_866-right-6,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,18.0,0.0,245.0,0.0,0.0,119.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,0.0,-23.0,0.0,-25.0,0.0,0.0,0.0,9.0,-3.0,5.0,-5.0,0.0,20.0,0.0,0.0,11.0,5.0,11.0,8.0,11.0,43.0,0.0,0.0,Scrub,1,0
Scrub-50_866-right-7,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,-23.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,8.0,-2.0,6.0,-5.0,0.0,19.0,1.0,0.0,11.0,6.0,11.0,5.0,12.0,39.0,0.0,0.0,Scrub,1,0
Scrub-50_866-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,16.0,865.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,-23.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,8.0,-2.0,5.0,-4.0,0.0,20.0,0.0,0.0,11.0,10.0,11.0,8.0,12.0,45.0,1.0,0.0,Scrub,1,0
Scrub-50_866-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,657.0,0.0,18.0,0.0,65.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,-18.0,-3.0,-20.0,0.0,-24.0,0.0,0.0,0.0,8.0,-2.0,6.0,-6.0,1.0,20.0,0.0,0.0,11.0,6.0,11.0,6.0,12.0,45.0,0.0,0.0,Scrub,1,0
Scrub-50_866-top-0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,132.0,0.0,0.0,465.0,0.0,0.0,0.0,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,-2.0,-19.0,0.0,-24.0,0.0,1.0,0.0,7.0,-3.0,5.0,-4.0,5.0,19.0,0.0,0.0,11.0,6.0,11.0,18.0,11.0,48.0,1.0,0.0,Scrub,0,1
Scrub-50_866-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,1234.0,0.0,0.0,0.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,13.0,0.0,-22.0,0.0,-22.0,0.0,-25.0,0.0,0.0,0.0,7.0,-1.0,4.0,-1.0,4.0,19.0,0.0,0.0,11.0,13.0,11.0,11.0,11.0,46.0,1.0,0.0,Scrub,0,1
Scrub-50_866-top-2,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1674.0,0.0,0.0,0.0,1128.0,21.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,-2.0,-19.0,-1.0,-24.0,0.0,0.0,0.0,8.0,0.0,4.0,-1.0,5.0,17.0,0.0,0.0,11.0,6.0,10.0,15.0,11.0,48.0,0.0,0.0,Scrub,0,1
Scrub-50_866-top-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,455.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,211.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,7.0,-1.0,4.0,-2.0,5.0,18.0,0.0,0.0,11.0,6.0,11.0,14.0,11.0,45.0,0.0,0.0,Scrub,0,1
Scrub-50_866-top-4,0.0,0.0,0.0,0.0,0.0,7.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,945.0,0.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-21.0,0.0,-25.0,0.0,0.0,0.0,7.0,-3.0,5.0,-3.0,5.0,18.0,0.0,0.0,11.0,11.0,11.0,18.0,11.0,51.0,0.0,0.0,Scrub,0,1
Scrub-50_866-top-5,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,-16.0,-4.0,-16.0,-3.0,-21.0,-1.0,0.0,0.0,7.0,-1.0,5.0,-4.0,4.0,19.0,0.0,0.0,10.0,9.0,11.0,11.0,11.0,47.0,0.0,0.0,Scrub,0,1
Scrub-50_866-top-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751.0,0.0,0.0,0.0,707.0,0.0,0.0,0.0,125.0,72.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,-3.0,-19.0,-1.0,-24.0,0.0,0.0,0.0,6.0,0.0,5.0,-3.0,4.0,19.0,0.0,0.0,11.0,7.0,11.0,12.0,11.0,42.0,0.0,0.0,Scrub,0,1
Scrub-50_866-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,548.0,0.0,0.0,0.0,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,-18.0,-2.0,-21.0,-1.0,-25.0,0.0,1.0,0.0,7.0,-2.0,5.0,-3.0,4.0,18.0,0.0,0.0,11.0,15.0,11.0,18.0,11.0,47.0,1.0,0.0,Scrub,0,1
Scrub-50_866-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,21.0,0.0,0.0,0.0,954.0,0.0,0.0,0.0,2658.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,0.0,-22.0,0.0,-25.0,0.0,0.0,0.0,7.0,-1.0,4.0,0.0,4.0,19.0,0.0,0.0,10.0,9.0,11.0,15.0,11.0,48.0,1.0,0.0,Scrub,0,1
Scrub-50_866-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1390.0,26.0,0.0,0.0,984.0,0.0,0.0,0.0,766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,13.0,0.0,-18.0,-2.0,-20.0,0.0,-25.0,0.0,0.0,0.0,6.0,0.0,5.0,-3.0,5.0,18.0,1.0,0.0,11.0,5.0,11.0,9.0,11.0,46.0,0.0,0.0,Scrub,0,1
Suger-100_23-back-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,831.0,0.0,0.0,0.0,4798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2189.0,0.0,0.0,0.0,1738.0,0.0,0.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger,0,0
Suger-100_23-back-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,682.0,0.0,0.0,0.0,2621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,0.0,0.0,0.0,1566.0,0.0,0.0,0.0,3759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger,0,0
Suger-100_23-back-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,1384.0,0.0,0.0,0.0,3175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,0.0,0.0,0.0,3001.0,0.0,0.0,0.0,4732.0,0.0,83.0,0.0,0.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger,0,0
Suger-100_23-back-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,82.0,2250.0,0.0,0.0,0.0,1036.0,189.0,406.0,0.0,3263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,0.0,0.0,0.0,1343.0,0.0,0.0,0.0,4270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger,0,0
Suger-100_23-back-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712.0,0.0,0.0,169.0,945.0,0.0,0.0,0.0,2686.0,0.0,10.0,0.0,0.0,0.0,96.0,0.0,2542.0,0.0,0.0,0.0,1826.0,0.0,0.0,0.0,3497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger,0,0
Suger-100_23-back-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1408.0,0.0,0.0,0.0,1302.0,0.0,0.0,0.0,3835.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2291.0,0.0,0.0,0.0,1826.0,0.0,0.0,0.0,4189.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger,0,0
Suger-100_23-back-6,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,1167.0,0.0,0.0,432.0,4270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2821.0,0.0,0.0,0.0,2144.0,0.0,0.0,0.0,6389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger,0,0
Suger-100_23-back-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,355.0,0.0,0.0,0.0,1221.0,203.0,0.0,0.0,3608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1559.0,0.0,0.0,0.0,1194.0,0.0,0.0,0.0,4540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger,0,0
Suger-100_23-back-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2712.0,0.0,0.0,0.0,1357.0,0.0,0.0,0.0,3534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3290.0,0.0,0.0,0.0,1651.0,0.0,0.0,0.0,5178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger,0,0
Suger-100_23-back-9,95.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1674.0,0.0,0.0,0.0,997.0,0.0,0.0,0.0,4149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2886.0,0.0,0.0,0.0,1637.0,0.0,0.0,0.0,5087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger,0,0
Suger-100_23-right-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger,1,0
Suger-100_23-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,105.0,0.0,0.0,59.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1371.0,0.0,0.0,0.0,419.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger,1,0
Suger-100_23-right-2,143.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,0.0,218.0,0.0,272.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.0,0.0,0.0,0.0,581.0,0.0,0.0,0.0,657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suger,1,0
